Tier_1_Firms,Tier_2_Firms,Tier_3_Firms,Tier_4_Firms,Total_R&D_Investment,Total_Revenue,Active_Tier3_Projects,Active_Tier4_Projects,Market_Concentration_HHI,Knowledge_Network_Density,Average_Firm_Capital,Successful_Tier3_Innovations,Failed_Tier3_Projects,Innovation_Cliff_Indicator,Active_Policies,Government_Budget_Spent,Policy_Effectiveness_Score,Global_Efficiency_Factor,Current_Year,run_id,experiment,step,policy_effectiveness
20,0,0,0,0.0,0.0,0,0,0.0,0.21052631578947367,342.207269938912,0,0,0.0,1,0.0,0.0,1.0,0.0,0,policy_subsidy,0,0.0
20,0,0,0,136.20768205261157,0.0,0,0,0.0,0.21052631578947367,335.39688583628146,0,0,0.0,1,0.0,0.0,0.9375,0.25,0,policy_subsidy,1,0.0
20,0,0,0,136.20768205261157,0.0,0,0,0.0,0.21052631578947367,335.39688583628146,0,0,0.0,1,0.0,0.0,0.87890625,0.5,0,policy_subsidy,2,0.0
20,0,0,0,136.20768205261157,0.0,0,0,0.0,0.21578947368421053,335.39688583628146,0,0,0.0,1,0.0,0.0,0.823974609375,0.75,0,policy_subsidy,3,0.0
10,10,0,0,363.84741116683375,3589.515885605597,2,0,0.16611251080232717,0.21578947368421053,519.3250337455479,0,0,0.8,1,0.0,0.0,0.7724761962890625,1.0,0,policy_subsidy,4,0.0
10,10,0,0,533.4494754010015,5158.3792945020405,4,0,0.139238021800061,0.22105263157894736,610.9079649356654,0,0,0.6,1,0.0,0.0,0.7241964340209961,1.25,0,policy_subsidy,5,0.0
10,10,0,0,617.6839062527547,6727.242703398484,5,0,0.12822749816319073,0.22105263157894736,692.9997171177478,0,0,0.5,1,0.0,0.0,0.6789341568946838,1.5,0,policy_subsidy,6,0.0
3,17,0,0,720.6657339862307,8888.96092263427,6,0,0.09870066423833862,0.23157894736842105,799.1453726286676,0,0,0.6470588235294117,1,0.0,0.0,0.6365007720887661,1.75,0,policy_subsidy,7,0.0
3,17,0,0,720.6657339862307,10763.56462057558,6,0,0.08689093618900508,0.23157894736842105,900.2230271748289,0,0,0.6470588235294117,1,0.0,0.0,0.5967194738332182,2.0,0,policy_subsidy,8,0.0
3,17,0,0,804.2468033275882,12638.16831851689,7,0,0.07997740842704593,0.23157894736842105,1021.0923965924728,0,0,0.5882352941176471,1,0.0,0.0,0.5594245067186421,2.25,0,policy_subsidy,9,0.0
1,19,0,0,1007.558311306935,14649.091963270508,9,0,0.07335976167587017,0.23157894736842105,1120.0973930831453,0,0,0.5263157894736843,1,0.0,0.0,0.524460475048727,2.5,0,policy_subsidy,10,0.0
1,19,0,0,1102.2309538811928,16629.399743134756,10,0,0.0690179511303007,0.23157894736842105,1214.3791499476451,0,0,0.4736842105263158,1,0.0,0.0,0.4916816953581815,2.75,0,policy_subsidy,11,0.0
1,19,0,0,1102.2309538811928,18609.707522999004,10,0,0.06603069038086525,0.23157894736842105,1333.7073857832272,0,0,0.4736842105263158,1,0.0,0.0,0.46095158939829517,3.0,0,policy_subsidy,12,0.0
0,18,2,0,1157.5934488458652,26453.583969015002,9,0,0.08427643518388753,0.23157894736842105,1730.2410373527593,2,0,0.5,1,0.0,0.0,0.4321421150609017,3.25,0,policy_subsidy,13,0.0
0,17,3,0,1339.4035070288246,34796.23488746858,10,0,0.1056501595337981,0.24210526315789474,2149.9435440787065,3,0,0.4117647058823529,1,0.0,0.0,0.40513323286959535,3.5,0,policy_subsidy,14,0.0
0,17,3,0,1423.637937880578,41767.16806491555,10,0,0.11598471934234666,0.24736842105263157,2528.656141682754,3,0,0.4117647058823529,1,0.0,0.0,0.37981240581524567,3.75,0,policy_subsidy,15,0.0
0,17,3,0,1566.0860931856187,48738.10124236253,11,0,0.12460053928176726,0.24736842105263157,2874.4807637123513,3,0,0.3529411764705882,1,0.0,0.0,0.3560741304517928,4.0,0,policy_subsidy,16,0.0
