Tier_1_Firms,Tier_2_Firms,Tier_3_Firms,Tier_4_Firms,Total_R&D_Investment,Total_Revenue,Active_Tier3_Projects,Active_Tier4_Projects,Market_Concentration_HHI,Knowledge_Network_Density,Average_Firm_Capital,Successful_Tier3_Innovations,Failed_Tier3_Projects,Innovation_Cliff_Indicator,Active_Policies,Government_Budget_Spent,Policy_Effectiveness_Score,Global_Efficiency_Factor,Current_Year,run_id,experiment,step,policy_effectiveness
20,0,0,0,0.0,0.0,0,0,0.0,0.21052631578947367,342.207269938912,0,0,0.0,0,0.0,0.0,1.0,0.0,0,baseline,0,0.0
20,0,0,0,519.7901668933062,0.0,0,0,0.0,0.21052631578947367,316.2177615942468,0,0,0.0,0,0.0,0.0,0.9375,0.25,0,baseline,1,0.0
20,0,0,0,519.7901668933062,0.0,0,0,0.0,0.21052631578947367,316.2177615942468,0,0,0.0,0,0.0,0.0,0.87890625,0.5,0,baseline,2,0.0
20,0,0,0,519.7901668933062,0.0,0,0,0.0,0.21578947368421053,316.2177615942468,0,0,0.0,0,0.0,0.0,0.823974609375,0.75,0,baseline,3,0.0
12,8,0,0,680.0935698016356,3647.0706189276725,0,0,0.17702146888626108,0.21578947368421053,506.39046247991166,0,0,1.0,0,0.0,0.0,0.7724761962890625,1.0,0,baseline,4,0.0
12,8,0,0,680.0935698016356,5496.876473446089,0,0,0.1518825366163097,0.21578947368421053,598.8807552058327,0,0,1.0,0,0.0,0.0,0.7241964340209961,1.25,0,baseline,5,0.0
12,8,0,0,680.0935698016356,7346.682327964506,0,0,0.14319977511252585,0.21578947368421053,700.7234875332049,0,0,1.0,0,0.0,0.0,0.6789341568946838,1.5,0,baseline,6,0.0
7,13,0,0,721.513476009211,9642.245037923443,0,0,0.11910395923776058,0.21578947368421053,818.5943931323916,0,0,1.0,0,0.0,0.0,0.6365007720887661,1.75,0,baseline,7,0.0
7,13,0,0,721.513476009211,11609.511085042683,0,0,0.10790819907628953,0.22105263157894736,926.1954390689832,0,0,1.0,0,0.0,0.0,0.5967194738332182,2.0,0,baseline,8,0.0
7,13,0,0,721.513476009211,13576.777132161922,0,0,0.10109993457476894,0.22105263157894736,1024.558741424945,0,0,1.0,0,0.0,0.0,0.5594245067186421,2.25,0,baseline,9,0.0
7,13,0,0,762.9333822167864,15544.043179281161,0,0,0.09663426575793438,0.22105263157894736,1120.8510484705284,0,0,1.0,0,0.0,0.0,0.524460475048727,2.5,0,baseline,10,0.0
7,13,0,0,762.9333822167864,17511.3092264004,0,0,0.09353640650303523,0.22105263157894736,1219.2143508264903,0,0,1.0,0,0.0,0.0,0.4916816953581815,2.75,0,baseline,11,0.0
7,13,0,0,762.9333822167864,19478.57527351964,0,0,0.09129265608683462,0.22105263157894736,1317.5776531824527,0,0,1.0,0,0.0,0.0,0.46095158939829517,3.0,0,baseline,12,0.0
7,13,0,0,762.9333822167864,21445.84132063888,0,0,0.08961088787370851,0.22105263157894736,1429.2237116651736,0,0,1.0,0,0.0,0.0,0.4321421150609017,3.25,0,baseline,13,0.0
7,13,0,0,762.9333822167864,23413.10736775812,0,0,0.0883147303421598,0.22105263157894736,1527.5870140211355,0,0,1.0,0,0.0,0.0,0.40513323286959535,3.5,0,baseline,14,0.0
7,13,0,0,762.9333822167864,25380.37341487736,0,0,0.08729242301968379,0.22631578947368422,1632.380897430757,0,0,1.0,0,0.0,0.0,0.37981240581524567,3.75,0,baseline,15,0.0
7,13,0,0,762.9333822167864,27347.6394619966,0,0,0.0864702633723076,0.22631578947368422,1732.4568247252778,0,0,1.0,0,0.0,0.0,0.3560741304517928,4.0,0,baseline,16,0.0
7,13,0,0,762.9333822167864,29314.90550911584,0,0,0.0857979900763978,0.23684210526315788,1833.170737325388,0,0,1.0,0,0.0,0.0,0.33381949729855576,4.25,0,baseline,17,0.0
7,13,0,0,762.9333822167864,31282.17155623508,0,0,0.08524033458025536,0.24736842105263157,1931.53403968135,0,0,1.0,0,0.0,0.0,0.312955778717396,4.5,0,baseline,18,0.0
7,13,0,0,762.9333822167864,33249.437603354316,0,0,0.08477193179192682,0.25263157894736843,2034.8257040623441,0,0,1.0,0,0.0,0.0,0.29339604254755874,4.75,0,baseline,19,0.0
7,13,0,0,762.9333822167864,35216.70365047356,0,0,0.08437414348909901,0.25263157894736843,2137.4340778662063,0,0,1.0,0,0.0,0.0,0.2750587898883363,5.0,0,baseline,20,0.0
7,13,0,0,762.9333822167864,37183.9696975928,0,0,0.0840330135031358,0.25263157894736843,2238.3694758426514,0,0,1.0,1,2131.2000000000003,0.0,0.2578676155203153,5.25,0,baseline,21,0.0
7,13,0,0,762.9333822167864,39151.23574471204,0,0,0.08373791536797129,0.25263157894736843,2336.7327781986137,0,0,1.0,1,2131.2000000000003,0.0,0.24175088955029558,5.5,0,baseline,22,0.0
7,13,0,0,762.9333822167864,41118.50179183128,0,0,0.083480636294272,0.25263157894736843,2435.096080554575,0,0,1.0,1,2131.2000000000003,0.0,0.2266414589534021,5.75,0,baseline,23,0.0
7,13,0,0,1203.7620014407473,43085.767838950516,1,0,0.0832547433364668,0.25263157894736843,2515.9032520461346,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.21247636776881446,6.0,0,baseline,24,0.0
7,13,0,0,1203.7620014407473,45053.03388606976,1,0,0.08305513636537665,0.25263157894736843,2617.359109405848,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.19919659478326354,6.25,0,baseline,25,0.0
7,13,0,0,1203.7620014407473,47020.299933188995,1,0,0.0828777273150186,0.25263157894736843,2715.7224117618102,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.18674680760930956,6.5,0,baseline,26,0.0
7,13,0,0,1203.7620014407473,48987.56598030824,1,0,0.08271920641412843,0.25263157894736843,2814.085714117772,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.17507513213372772,6.75,0,baseline,27,0.0
7,13,0,0,1203.7620014407473,50954.832027427474,1,0,0.08257686937423273,0.25263157894736843,2920.0940499865637,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.16413293637536974,7.0,0,baseline,28,0.0
7,13,0,0,1203.7620014407473,52922.09807454672,1,0,0.08244848796798243,0.25263157894736843,3018.457352342526,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.15387462785190914,7.25,0,baseline,29,0.0
7,13,0,0,1203.7620014407473,54889.36412166596,1,0,0.08233221193942984,0.25263157894736843,3120.0153274653835,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.14425746361116482,7.5,0,baseline,30,0.0
7,13,0,0,1203.7620014407473,56856.630168785196,1,0,0.08222649383901312,0.2631578947368421,3218.3786298213454,0,0,0.9230769230769231,1,2131.2000000000003,0.0,0.13524137213546703,7.75,0,baseline,31,0.0
7,13,0,0,1770.1657224583769,58823.89621590444,2,0,0.08213003083701235,0.2631578947368421,3288.4217461264257,0,0,0.8461538461538461,1,2131.2000000000003,0.0,0.12678878637700033,8.0,0,baseline,32,0.0
7,13,0,0,2210.994341682338,60791.162263023674,2,0,0.08204171925382044,0.26842105263157895,3369.5573402098307,0,1,0.8461538461538461,1,2131.2000000000003,0.0,0.11886448722843782,8.25,0,baseline,33,0.0
7,13,0,0,2210.994341682338,62758.42831014292,2,0,0.08196061871502759,0.26842105263157895,3477.4963078262967,0,1,0.8461538461538461,1,2131.2000000000003,0.0,0.11143545677666045,8.5,0,baseline,34,0.0
7,13,0,0,2210.994341682338,64725.69435726215,2,0,0.08188592366224694,0.26842105263157895,3575.85961018226,0,1,0.8461538461538461,1,2131.2000000000003,0.0,0.10447074072811917,8.75,0,baseline,35,0.0
7,13,0,0,2523.7102312828088,66692.9604043814,3,0,0.08181694053674786,0.26842105263157895,3677.5336744540573,0,1,0.7692307692307692,1,2131.2000000000003,0.0,0.09794131943261172,9.0,0,baseline,36,0.0
7,13,0,0,2523.7102312828088,68660.22645150064,3,0,0.08175306937526174,0.26842105263157895,3778.747181285996,0,1,0.7692307692307692,1,2131.2000000000003,0.0,0.09181998696807349,9.25,0,baseline,37,0.0
7,13,0,0,2523.7102312828088,70627.49249861987,3,0,0.08169378886485029,0.26842105263157895,3877.110483641958,0,1,0.7692307692307692,1,2131.2000000000003,0.0,0.08608123778256889,9.5,0,baseline,38,0.0
7,13,0,0,2955.742824223364,72594.75854573911,4,0,0.08163864412993675,0.26842105263157895,3966.494806228677,0,1,0.6923076923076923,1,2131.2000000000003,0.0,0.08070116042115834,9.75,0,baseline,39,0.0
7,13,0,0,2955.742824223364,74562.02459285836,4,0,0.08158723669256453,0.26842105263157895,4064.858108584639,0,1,0.6923076923076923,1,2131.2000000000003,0.0,0.07565733789483595,10.0,0,baseline,40,0.0
7,13,0,0,3522.1465452409943,76529.2906399776,4,0,0.0815392161727795,0.26842105263157895,4140.733573208212,0,2,0.6923076923076923,1,2131.2000000000003,0.0,0.0709287542764087,10.25,0,baseline,41,0.0
7,12,1,0,3522.1465452409943,83431.45616426939,3,0,0.08655441905664227,0.2736842105263158,4487.449184720131,1,2,0.75,1,2131.2000000000003,0.0,0.06649570713413315,10.5,0,baseline,42,0.0
7,12,1,0,3522.1465452409943,90385.18223206999,3,0,0.09546290573512704,0.2736842105263158,4835.13548811016,1,2,0.75,1,2131.2000000000003,0.04,0.06233972543824983,10.75,0,baseline,43,0.0
7,12,1,0,3522.1465452409943,97338.90829987059,3,0,0.10650039175170757,0.2736842105263158,5189.497718537375,1,2,0.75,1,2131.2000000000003,0.12000000000000002,0.058443492598359216,11.0,0,baseline,44,0.0
7,11,2,0,3522.1465452409943,107590.60820719336,2,0,0.11705453565607174,0.2736842105263158,5714.119871361804,2,2,0.8181818181818181,1,2131.2000000000003,0.24000000000000005,0.054790774310961764,11.25,0,baseline,45,0.0
7,11,2,0,3710.858993555185,116538.11737093421,3,0,0.12420410235077568,0.2736842105263158,6152.059707133138,2,2,0.7272727272727273,1,2131.2000000000003,0.44000000000000006,0.05136635091652665,11.5,0,baseline,46,0.0
7,11,2,0,3710.858993555185,125485.62653467506,3,0,0.13146124885839355,0.2736842105263158,6610.733172809014,2,2,0.7272727272727273,1,2131.2000000000003,0.72,0.048155953984243736,11.75,0,baseline,47,0.0
7,11,2,0,4142.89158649574,134433.1356984159,3,0,0.13859441333412112,0.2789473684210526,7038.228266211749,2,3,0.7272727272727273,1,2131.2000000000003,0.95,0.0451462068602285,12.0,0,baseline,48,0.0
7,11,2,0,4142.89158649574,143380.64486215674,3,0,0.1454790024621152,0.2789473684210526,7485.603724398793,2,3,0.7272727272727273,1,2131.2000000000003,1.13,0.04232456893146422,12.25,0,baseline,49,0.0
7,10,3,0,4142.89158649574,153466.0159724803,2,0,0.15030482416386431,0.2789473684210526,7995.187627969455,3,3,0.8,1,2131.2000000000003,1.26,0.039679283373247706,12.5,0,baseline,50,0.0
7,10,3,0,4848.1237587675405,161714.2832846777,4,0,0.1523822812005227,0.2789473684210526,8372.339384965735,3,3,0.6,1,2131.2000000000003,1.212,0.03719932816241973,12.75,0,baseline,51,0.0
7,10,3,0,4848.1237587675405,169962.55059687505,4,0,0.15440801398112744,0.2789473684210526,8787.284145049667,3,3,0.6,1,2131.2000000000003,1.052,0.03487437015226849,13.0,0,baseline,52,0.0
7,10,3,0,4848.1237587675405,178210.81790907244,4,0,0.15636935225041637,0.28421052631578947,9202.246133438708,3,3,0.6,1,2131.2000000000003,0.8791428571428572,0.03269472201775171,13.25,0,baseline,53,0.0
7,10,3,0,4848.1237587675405,186459.0852212698,4,0,0.15825922506506226,0.28421052631578947,9616.415047313389,3,3,0.6,1,2131.2000000000003,0.6991428571428572,0.03065130189164223,13.5,0,baseline,54,0.0
7,10,3,0,5036.836207081731,194707.3525334672,4,0,0.1600742937871325,0.28421052631578947,10044.53370011,3,4,0.6,1,2131.2000000000003,0.5491428571428572,0.028735595523414592,13.75,0,baseline,55,0.0
7,10,3,0,5036.836207081731,202955.61984566457,4,0,0.16181369964741338,0.2894736842105263,10457.862733293272,3,4,0.6,1,2131.2000000000003,0.46380952380952384,0.02693962080320118,14.0,0,baseline,56,0.0
7,10,3,0,5468.868800022286,211203.88715786196,4,0,0.1634782160198217,0.2894736842105263,10855.007072370825,3,5,0.6,1,2131.2000000000003,0.38380952380952377,0.025255894503001107,14.25,0,baseline,57,0.0
7,10,3,0,5468.868800022286,219452.15447005932,4,0,0.16506967076061532,0.2894736842105263,11272.957721513883,3,5,0.6,1,2131.2000000000003,0.3048484848484848,0.02367740109656354,14.5,0,baseline,58,0.0
